Transaction ID,Stage,Entity,Timestamp,RFID ID,GPS Latitude,GPS Longitude,Temperature,Humidity,Route ID,Speed,Delivery Status,Risk Factor,Delay Time,Cost,Disruption Type
TXN_14,Warehouse,Warehouse C,52:52.3,RFID_113,35.19713406,-79.30377314,10.88313266,33.54047401,Route_14,67.1791012,Delivered,Human Error,9.193023458,149.5570189,Weather
TXN_15,Retailer,Supplier A,52:52.3,RFID_114,38.52787586,-77.33789659,22.95816021,64.90531369,Route_15,27.68382703,In Transit,Weather,24.20464612,354.6831707,Strike
TXN_16,Manufacturing,Carrier B,52:52.3,RFID_115,39.62624159,-77.94452199,10.03224846,38.18796966,Route_16,29.05712758,Delivered,Weather,41.55096175,397.5081242,Weather
TXN_17,Retailer,Carrier B,52:52.3,RFID_116,35.90287673,-78.26328337,27.97145728,82.02602762,Route_17,13.7347593,Delivered,Equipment Failure,11.58478578,262.9459341,Equipment Failure
TXN_18,Retailer,Warehouse C,52:52.3,RFID_117,37.83972615,-75.50083327,13.20373235,82.6982961,Route_18,38.98607817,In Transit,Equipment Failure,3.769739654,327.9771158,Weather
TXN_19,Retailer,Retailer D,52:52.3,RFID_118,39.57744149,-79.89088302,-1.924105986,40.8101043,Route_19,60.37701952,In Transit,Traffic,17.10742732,255.3466657,Equipment Failure
TXN_20,Warehouse,Supplier A,52:52.3,RFID_119,35.16972989,-76.68105157,30.26919291,36.09956278,Route_20,87.21414226,In Transit,Weather,35.88728758,452.3411162,Weather
TXN_21,Logistics,Warehouse C,52:52.3,RFID_120,38.48710134,-75.18302783,7.859124607,48.79127804,Route_21,70.02347027,In Transit,Equipment Failure,26.43314615,274.0411312,Traffic Jam
TXN_22,Manufacturing,Supplier A,52:52.3,RFID_121,36.48674504,-77.19915908,14.47450958,36.83721096,Route_22,49.18566911,Delivered,Human Error,39.20608174,428.8139191,Strike
TXN_23,Logistics,Carrier B,52:52.3,RFID_122,39.62198098,-75.31588769,25.84497474,67.06686903,Route_23,95.7808103,In Transit,Human Error,46.06042309,410.6084262,Traffic Jam
TXN_24,Retailer,Carrier B,52:52.3,RFID_123,39.85529123,-79.7387106,9.960527072,77.82452792,Route_24,74.73206805,Delivered,Weather,38.04779888,234.7271696,Weather
TXN_25,Retailer,Retailer D,52:52.3,RFID_124,39.72133245,-77.9060334,-2.453645473,67.11644916,Route_25,93.71486826,In Transit,Human Error,28.98254778,153.5380213,Weather
TXN_26,Logistics,Carrier B,52:52.3,RFID_125,37.37107108,-78.69921105,11.82644712,77.70453131,Route_26,57.48291759,Delivered,Traffic,23.68039623,232.7369597,Equipment Failure
TXN_27,Logistics,Carrier B,52:52.3,RFID_126,39.31021325,-76.34589518,37.50018622,47.78945135,Route_27,33.30138473,In Transit,Equipment Failure,1.923316145,421.7978191,Weather
TXN_28,Logistics,Warehouse C,52:52.3,RFID_127,39.22274699,-75.09351455,23.87804788,30.94218795,Route_28,14.75440177,In Transit,Equipment Failure,47.24745498,152.4346411,Weather
TXN_29,Retailer,Supplier A,52:52.3,RFID_128,36.59550237,-78.71734969,25.21656169,71.65656632,Route_29,75.34763663,Delivered,Equipment Failure,18.40709388,285.9963556,Weather
TXN_30,Retailer,Supplier A,52:52.3,RFID_129,39.14457737,-76.72912699,23.45269691,45.23321536,Route_30,20.91726982,Delivered,Weather,7.306954268,412.7435366,Traffic Jam
TXN_31,Manufacturing,Warehouse C,52:52.3,RFID_130,35.18503817,-79.00951184,3.954646253,66.98895777,Route_31,37.24976154,Delivered,Human Error,32.00202506,209.0648638,Equipment Failure
TXN_32,Manufacturing,Retailer D,52:52.3,RFID_131,37.98134939,-77.17334873,13.82502388,38.94507594,Route_32,57.92238171,In Transit,Traffic,13.64583788,338.9943367,Traffic Jam
TXN_33,Retailer,Supplier A,52:52.3,RFID_132,36.15004419,-77.68033757,28.79229093,25.68607444,Route_33,60.7974929,Delivered,Weather,28.117357,160.5342083,Equipment Failure
TXN_34,Logistics,Carrier B,52:52.3,RFID_133,35.60283443,-75.13997335,-0.43821961,89.48072568,Route_34,64.05248773,Delivered,Equipment Failure,28.16485958,99.17575042,Traffic Jam
TXN_35,Logistics,Supplier A,52:52.3,RFID_134,35.38476601,-76.95736364,7.503374924,30.93410556,Route_35,24.96297973,Delivered,Traffic,21.3950314,407.4729013,Weather
TXN_36,Manufacturing,Carrier B,52:52.3,RFID_135,38.48144388,-78.25246814,7.434359881,89.18946958,Route_36,44.17636643,Delivered,Equipment Failure,40.13369355,94.53588053,Traffic Jam
TXN_37,Retailer,Retailer D,52:52.3,RFID_136,36.69937482,-79.42952108,14.44085174,88.40959528,Route_37,65.54748044,Delivered,Equipment Failure,12.71841895,172.1216278,Traffic Jam
TXN_38,Manufacturing,Warehouse C,52:52.3,RFID_137,38.62383386,-79.24376586,39.11659334,75.56726727,Route_38,97.28369782,Delivered,Weather,21.5343644,434.7992399,Equipment Failure
TXN_39,Manufacturing,Supplier A,52:52.3,RFID_138,35.3267817,-78.87341535,-1.962385399,66.15960735,Route_39,75.48680239,Delivered,Equipment Failure,25.80922217,205.9111792,Equipment Failure
TXN_40,Warehouse,Warehouse C,52:52.3,RFID_139,36.57645169,-78.74516669,18.34154475,60.44649352,Route_40,93.03433814,Delivered,Traffic,31.8539866,487.8704073,Traffic Jam
TXN_41,Warehouse,Supplier A,52:52.3,RFID_140,37.69745646,-75.74691971,3.071410691,80.62710818,Route_41,78.59908525,Delivered,Equipment Failure,37.63064882,490.8804506,Equipment Failure
TXN_42,Warehouse,Carrier B,52:52.3,RFID_141,38.95361582,-77.19388606,38.68044454,40.26076651,Route_42,63.2545272,In Transit,Human Error,18.95074958,170.7242092,Equipment Failure
TXN_43,Logistics,Warehouse C,52:52.3,RFID_142,36.59376251,-77.38304544,0.098657713,52.73768487,Route_43,27.28210322,In Transit,Equipment Failure,31.01025332,68.44020001,Equipment Failure
TXN_44,Retailer,Supplier A,52:52.3,RFID_143,38.12945688,-79.42615564,13.16204511,63.35729786,Route_44,70.00170867,Delivered,Weather,7.229325747,367.2784779,Strike
TXN_45,Retailer,Carrier B,52:52.3,RFID_144,39.42988874,-75.69930153,28.20482432,48.78333331,Route_45,66.10416094,In Transit,Traffic,44.76710883,252.9439262,Equipment Failure
TXN_46,Retailer,Warehouse C,52:52.3,RFID_145,38.07931594,-76.38592848,26.70494926,49.92405179,Route_46,64.22222534,In Transit,Weather,18.38682271,95.33877978,Strike
TXN_47,Retailer,Warehouse C,52:52.3,RFID_146,36.16479737,-79.66165819,14.02278866,43.11992673,Route_47,54.08072812,Delivered,Human Error,35.01702825,368.3852685,Strike
TXN_48,Warehouse,Supplier A,52:52.3,RFID_147,35.12200391,-76.46082451,10.59358756,59.49622717,Route_48,57.57909436,Delivered,Equipment Failure,0.97637193,64.0287091,Equipment Failure
TXN_49,Logistics,Supplier A,52:52.3,RFID_148,39.35049437,-77.28230891,12.89255703,79.54021696,Route_49,40.09982744,Delivered,Weather,9.848982859,441.5885107,Traffic Jam
TXN_50,Logistics,Supplier A,52:52.3,RFID_149,35.10634705,-79.59137327,6.892431842,34.10698646,Route_50,56.73814234,Delivered,Weather,23.37996213,112.3936381,Equipment Failure
TXN_51,Warehouse,Carrier B,52:52.3,RFID_150,39.37350836,-77.70849679,4.239982242,85.41031271,Route_51,27.78003151,Delivered,Weather,42.15611845,107.2903454,Weather
TXN_52,Logistics,Supplier A,52:52.3,RFID_151,37.64468567,-77.57651856,16.73678639,68.23613576,Route_52,82.46569576,Delivered,Weather,25.3082472,129.0525341,Traffic Jam
TXN_53,Warehouse,Warehouse C,52:52.3,RFID_152,39.69533849,-79.1711273,7.084019023,77.62912489,Route_53,26.71992592,In Transit,Human Error,44.63378315,482.1198613,Strike
TXN_54,Retailer,Warehouse C,52:52.3,RFID_153,38.99391618,-75.27150926,7.93577492,58.93334848,Route_54,17.64696609,Delivered,Human Error,23.22225104,361.9262121,Strike
TXN_55,Warehouse,Supplier A,52:52.3,RFID_154,39.98967055,-75.75012314,24.55402286,74.5661691,Route_55,49.26214237,In Transit,Equipment Failure,23.54155664,410.617191,Traffic Jam
TXN_56,Retailer,Supplier A,52:52.3,RFID_155,36.75355908,-76.65488831,38.58417993,21.13402781,Route_56,69.24766956,Delivered,Equipment Failure,5.747845848,228.9357436,Traffic Jam
TXN_57,Retailer,Retailer D,52:52.3,RFID_156,38.83594144,-77.68852219,22.16367403,77.28662973,Route_57,49.39451424,Delivered,Traffic,38.52749972,201.3407274,Equipment Failure
TXN_58,Manufacturing,Warehouse C,52:52.3,RFID_157,37.00965457,-77.94117229,-1.535923982,22.80972014,Route_58,34.90787188,In Transit,Human Error,11.8543398,155.5178031,Strike
TXN_59,Warehouse,Carrier B,52:52.3,RFID_158,37.3993781,-76.74513266,-1.598737377,82.29393635,Route_59,60.23540655,Delivered,Weather,43.18139949,266.2916127,Weather
TXN_60,Manufacturing,Retailer D,52:52.3,RFID_159,38.13752732,-77.27284065,37.81404494,89.43739231,Route_60,41.23021019,Delivered,Weather,43.71956258,298.3229301,Equipment Failure
TXN_61,Warehouse,Supplier A,52:52.3,RFID_160,39.36838557,-79.68863447,8.378085564,40.58472235,Route_61,93.95809211,In Transit,Traffic,45.27888537,334.2986796,Traffic Jam
TXN_62,Warehouse,Supplier A,52:52.3,RFID_161,39.92041735,-77.43748676,-0.856985626,34.72229894,Route_62,93.03806256,Delivered,Weather,24.97106348,165.7033268,Strike
TXN_63,Manufacturing,Warehouse C,52:52.3,RFID_162,38.84136707,-75.96798191,21.95700642,73.57543547,Route_63,55.2134638,In Transit,Traffic,32.50050167,476.8943364,Traffic Jam
TXN_64,Manufacturing,Supplier A,52:52.3,RFID_163,37.08883391,-77.70380061,23.06419502,37.71184386,Route_64,39.50955946,Delivered,Equipment Failure,37.36876224,126.3913242,Traffic Jam
TXN_65,Warehouse,Carrier B,52:52.3,RFID_164,37.10678501,-79.74021711,24.18271691,80.58936682,Route_65,76.34191726,Delivered,Human Error,6.288701695,484.5439286,Traffic Jam
TXN_66,Logistics,Warehouse C,52:52.3,RFID_165,38.68791151,-76.068609,7.033091254,27.19898145,Route_66,13.30416491,In Transit,Traffic,28.84594536,56.68525513,Equipment Failure
TXN_67,Retailer,Supplier A,52:52.3,RFID_166,36.19388573,-78.99318109,-4.32001921,28.81686375,Route_67,52.72921054,Delivered,Weather,1.646299263,266.5065613,Weather
TXN_68,Manufacturing,Warehouse C,52:52.3,RFID_167,35.55237057,-78.70689583,38.42569163,88.54060886,Route_68,40.26910548,In Transit,Traffic,23.883172,200.0155272,Weather
TXN_69,Retailer,Supplier A,52:52.3,RFID_168,36.77311079,-79.17646823,6.290187056,67.16872288,Route_69,92.84822966,In Transit,Equipment Failure,7.432448718,252.1055363,Strike
TXN_70,Logistics,Supplier A,52:52.3,RFID_169,36.43619496,-78.34892468,25.42118296,79.28210571,Route_70,11.08027245,In Transit,Weather,8.780300446,306.7990605,Traffic Jam
TXN_71,Logistics,Supplier A,52:52.3,RFID_170,36.4815406,-76.21624247,26.79834414,42.70305641,Route_71,59.75333881,Delivered,Equipment Failure,17.5222832,246.0151211,Weather
TXN_72,Logistics,Carrier B,52:52.3,RFID_171,36.16803876,-77.4030707,22.45033377,67.35386247,Route_72,76.6597223,Delivered,Equipment Failure,20.756984,236.6810826,Traffic Jam
TXN_73,Manufacturing,Carrier B,52:52.3,RFID_172,35.21046595,-78.97559363,9.08083274,61.59692791,Route_73,53.65161888,In Transit,Traffic,29.91227638,379.7255369,Strike
TXN_74,Logistics,Warehouse C,52:52.3,RFID_173,35.08936967,-75.61084961,7.199331419,62.22050841,Route_74,17.68627271,Delivered,Equipment Failure,3.572564085,358.6443238,Traffic Jam
TXN_75,Manufacturing,Supplier A,52:52.3,RFID_174,39.93861195,-75.60209073,21.89507272,67.77727217,Route_75,97.5215251,Delivered,Weather,24.17720454,424.9720769,Weather
TXN_76,Logistics,Supplier A,52:52.3,RFID_175,37.13886567,-75.64710787,33.97430351,60.27514212,Route_76,56.62093882,Delivered,Equipment Failure,8.766006252,162.4815416,Traffic Jam
TXN_77,Retailer,Carrier B,52:52.3,RFID_176,36.92163324,-78.80601894,37.6030178,50.03436585,Route_77,65.27676199,In Transit,Equipment Failure,27.5508084,324.2878294,Weather
TXN_78,Retailer,Supplier A,52:52.3,RFID_177,38.39823641,-77.74380328,-0.234238802,39.31458861,Route_78,31.29488044,Delivered,Traffic,30.59542139,313.3376534,Strike
TXN_79,Warehouse,Carrier B,52:52.3,RFID_178,36.09126944,-75.07505172,1.967287567,73.80069316,Route_79,53.51482766,In Transit,Equipment Failure,26.72204431,216.3820149,Traffic Jam
TXN_80,Retailer,Supplier A,52:52.3,RFID_179,39.74980592,-76.13993762,37.51313165,35.8390701,Route_80,48.62345428,Delivered,Human Error,35.4381845,268.7258939,Weather
TXN_81,Warehouse,Warehouse C,52:52.3,RFID_180,38.93172507,-79.86416289,28.14408528,68.46480143,Route_81,16.74062578,Delivered,Traffic,16.10924372,191.2019645,Strike
TXN_82,Retailer,Supplier A,52:52.3,RFID_181,35.44705501,-79.67397704,34.73472212,36.33329759,Route_82,19.55443182,In Transit,Traffic,36.7251164,113.8299789,Traffic Jam
TXN_83,Manufacturing,Supplier A,52:52.3,RFID_182,37.08790388,-77.68034312,4.118468536,63.7731119,Route_83,85.37252677,Delivered,Weather,20.77281992,146.2105448,Strike
TXN_84,Retailer,Retailer D,52:52.3,RFID_183,39.39559154,-75.45389897,21.4413642,72.2954787,Route_84,31.5837957,In Transit,Weather,23.24085592,97.48114088,Weather
TXN_85,Warehouse,Carrier B,52:52.3,RFID_184,39.72366011,-77.30649101,26.55128175,35.30997222,Route_85,27.54624443,Delivered,Weather,31.10890211,357.3813088,Traffic Jam
TXN_86,Warehouse,Supplier A,52:52.3,RFID_185,37.33700756,-77.51093746,25.60503485,24.19603106,Route_86,55.44203061,In Transit,Weather,0.881202432,347.3273269,Traffic Jam
TXN_87,Logistics,Supplier A,52:52.3,RFID_186,38.06705695,-79.4726315,13.36682609,29.16816201,Route_87,79.18724182,Delivered,Human Error,31.39172263,477.7728672,Traffic Jam
TXN_88,Manufacturing,Retailer D,52:52.3,RFID_187,35.83516973,-76.71609948,-4.307229874,62.41978771,Route_88,15.57518667,Delivered,Traffic,29.69208716,378.3552861,Strike
TXN_89,Retailer,Retailer D,52:52.3,RFID_188,39.95584313,-75.8894842,21.23167256,79.46124844,Route_89,61.91271277,Delivered,Equipment Failure,14.8726616,73.42062744,Strike
TXN_90,Logistics,Carrier B,52:52.3,RFID_189,36.15835851,-78.09789996,6.389569263,23.14977749,Route_90,20.72893986,In Transit,Weather,4.118125675,447.9103283,Weather
TXN_91,Retailer,Retailer D,52:52.3,RFID_190,39.71365887,-76.12194075,15.26144108,71.39058813,Route_91,13.28149457,In Transit,Weather,4.364901596,438.2038233,Equipment Failure
TXN_92,Retailer,Warehouse C,52:52.3,RFID_191,38.24823324,-75.17761673,38.09114568,43.89230522,Route_92,14.74695569,In Transit,Weather,44.31473986,249.4941443,Traffic Jam
TXN_93,Logistics,Retailer D,52:52.3,RFID_192,38.03868397,-78.9811677,12.95658929,53.49698589,Route_93,85.07476974,Delivered,Equipment Failure,33.08540742,313.6383727,Traffic Jam
TXN_94,Logistics,Warehouse C,52:52.3,RFID_193,37.56344256,-77.38335184,32.7910723,85.02016849,Route_94,20.61752353,In Transit,Weather,6.100925461,489.2352496,Weather
TXN_95,Logistics,Carrier B,52:52.3,RFID_194,36.15334906,-78.56431021,3.484327259,43.23800533,Route_95,14.0636228,In Transit,Equipment Failure,17.12271213,289.5369637,Traffic Jam
TXN_96,Logistics,Carrier B,52:52.3,RFID_195,35.88264016,-76.0357279,25.26072241,52.57358538,Route_96,49.41098984,In Transit,Traffic,28.43918371,457.3948228,Strike
TXN_97,Logistics,Carrier B,52:52.3,RFID_196,36.10243105,-77.11203317,38.96531295,20.95776903,Route_97,85.95941247,In Transit,Traffic,40.10744184,87.36744101,Strike
TXN_98,Retailer,Carrier B,52:52.3,RFID_197,35.93219131,-76.82708791,-0.414810461,25.7119104,Route_98,33.61675388,In Transit,Traffic,2.095724578,135.9733409,Traffic Jam
TXN_99,Logistics,Carrier B,52:52.3,RFID_198,38.89792237,-76.0104292,-4.6256026,38.10141138,Route_99,47.95413558,In Transit,Human Error,11.35839031,248.3397245,Traffic Jam
TXN_100,Manufacturing,Warehouse C,52:52.3,RFID_199,36.7506263,-78.02014764,14.51122567,21.94965686,Route_100,13.59302793,In Transit,Equipment Failure,42.70795153,313.1405638,Strike
TXN_101,Warehouse,Warehouse C,52:52.3,RFID_200,35.28921338,-75.42454966,-0.831853263,64.19627282,Route_101,50.41706627,In Transit,Weather,0.439946409,417.3025333,Traffic Jam
TXN_102,Logistics,Carrier B,52:52.3,RFID_201,39.84551315,-77.33485566,28.67729574,49.84788498,Route_102,61.98517726,In Transit,Weather,9.667156934,494.7179518,Strike
TXN_103,Logistics,Retailer D,52:52.3,RFID_202,39.41892942,-79.21022589,36.15468987,58.37016419,Route_103,61.38163484,In Transit,Weather,46.03316045,224.9831734,Equipment Failure
TXN_104,Retailer,Supplier A,52:52.3,RFID_203,39.63876142,-76.52050441,14.53094377,32.22530301,Route_104,39.9184023,Delivered,Weather,29.44328863,71.33703626,Equipment Failure
TXN_105,Logistics,Carrier B,52:52.3,RFID_204,39.97453911,-76.03369325,6.642023897,40.71524206,Route_105,38.39798626,Delivered,Human Error,12.5602256,410.5271765,Traffic Jam
TXN_106,Logistics,Retailer D,52:52.3,RFID_205,35.86947625,-78.41619161,14.54814936,66.46771324,Route_106,19.5961257,In Transit,Weather,3.215572531,321.9713236,Traffic Jam
TXN_107,Logistics,Supplier A,52:52.3,RFID_206,36.98121009,-75.71410372,27.5551518,87.57119065,Route_107,43.01184886,Delivered,Human Error,1.353184341,139.3442865,Traffic Jam
TXN_108,Retailer,Carrier B,52:52.3,RFID_207,38.79119238,-75.46928373,-4.592562729,23.52917415,Route_108,18.9545202,Delivered,Equipment Failure,11.74776382,272.6728055,Strike
TXN_109,Logistics,Carrier B,52:52.3,RFID_208,38.48010309,-78.61547756,21.52542953,82.32690246,Route_109,78.99363502,In Transit,Traffic,42.31131934,384.0396105,Equipment Failure
TXN_110,Warehouse,Warehouse C,52:52.3,RFID_209,35.76947953,-75.08239264,22.59812582,60.38168409,Route_110,96.9646868,In Transit,Weather,19.96385541,396.6853042,Equipment Failure
TXN_111,Retailer,Supplier A,52:52.3,RFID_210,39.07916562,-79.29644236,23.69597111,59.47436967,Route_111,97.3067011,In Transit,Traffic,34.57600172,274.8282854,Weather
TXN_112,Warehouse,Supplier A,52:52.3,RFID_211,36.12220286,-78.98992166,5.890993599,55.01949746,Route_112,87.85639894,Delivered,Equipment Failure,44.0776817,187.3465386,Weather
TXN_113,Retailer,Retailer D,52:52.3,RFID_212,36.11908807,-79.0788758,27.13237255,24.85758601,Route_113,64.07129344,In Transit,Equipment Failure,19.58594216,488.1841619,Traffic Jam
TXN_114,Logistics,Warehouse C,52:52.3,RFID_213,37.68487211,-75.53005145,-0.887383115,26.29137962,Route_114,73.07791275,Delivered,Weather,9.18131381,348.5131749,Strike
TXN_115,Warehouse,Warehouse C,52:52.3,RFID_214,37.96469967,-76.72853724,3.967165141,62.0638404,Route_115,35.66852224,In Transit,Equipment Failure,24.82166068,233.7068837,Traffic Jam
TXN_116,Retailer,Warehouse C,52:52.3,RFID_215,37.90043104,-79.23947858,34.4861521,43.8671,Route_116,66.76933782,Delivered,Traffic,43.58801698,176.2084509,Equipment Failure
TXN_117,Manufacturing,Warehouse C,52:52.3,RFID_216,35.45743419,-77.79838291,28.24254178,84.20876466,Route_117,51.00845945,Delivered,Weather,38.60997188,378.9963424,Traffic Jam
TXN_118,Logistics,Supplier A,52:52.3,RFID_217,39.38730431,-76.92350987,-4.381450069,48.46133762,Route_118,53.38156058,In Transit,Human Error,3.159832481,158.9825505,Traffic Jam
TXN_119,Retailer,Supplier A,52:52.3,RFID_218,36.32800021,-79.58267958,6.176931717,30.02970211,Route_119,78.19989043,In Transit,Weather,33.2434944,127.269495,Equipment Failure
TXN_120,Manufacturing,Carrier B,52:52.3,RFID_219,35.64757461,-75.58791816,4.648291735,70.03031835,Route_120,35.372652,Delivered,Traffic,27.45108108,288.42525,Equipment Failure
TXN_121,Retailer,Carrier B,52:52.3,RFID_220,39.4437404,-75.98198232,7.186284762,40.5347395,Route_121,38.62356505,Delivered,Weather,43.55823246,180.4943267,Equipment Failure
TXN_122,Manufacturing,Warehouse C,52:52.3,RFID_221,39.77825749,-77.47396613,6.140189663,56.78292151,Route_122,93.2177612,In Transit,Weather,5.879108009,333.0073152,Equipment Failure
TXN_123,Logistics,Warehouse C,52:52.3,RFID_222,39.31063809,-75.16436692,-2.186316692,68.84829499,Route_123,15.06018654,In Transit,Traffic,25.63373343,103.0724037,Weather
TXN_124,Warehouse,Warehouse C,52:52.3,RFID_223,39.04758037,-77.9111951,15.65232325,83.01848778,Route_124,53.70708686,Delivered,Weather,42.21420929,344.7234971,Strike
TXN_125,Manufacturing,Carrier B,52:52.3,RFID_224,38.2762099,-75.0794484,27.97300637,75.45338364,Route_125,92.15207204,In Transit,Weather,19.68114176,177.4834376,Strike
TXN_126,Retailer,Retailer D,52:52.3,RFID_225,37.75428685,-76.66040001,22.30292761,67.34527475,Route_126,64.9326707,Delivered,Traffic,23.13575605,50.1093205,Equipment Failure
TXN_127,Logistics,Retailer D,52:52.3,RFID_226,35.4349338,-76.82664363,25.27922509,67.57432277,Route_127,59.17663668,In Transit,Equipment Failure,3.382112528,107.121226,Strike
TXN_128,Manufacturing,Carrier B,52:52.3,RFID_227,37.04226607,-79.17022552,-1.348286966,86.21472508,Route_128,32.47697613,In Transit,Traffic,13.35089474,470.12692,Strike
TXN_129,Retailer,Carrier B,52:52.3,RFID_228,36.86344259,-75.59036121,37.81708196,40.70768682,Route_129,40.89479402,In Transit,Weather,15.57631916,440.3095876,Strike
TXN_130,Retailer,Carrier B,52:52.3,RFID_229,36.29876892,-77.86255156,32.73213252,20.07784659,Route_130,86.68435742,Delivered,Human Error,45.36587754,155.1240644,Strike
TXN_131,Retailer,Carrier B,52:52.3,RFID_230,38.61710057,-79.18883297,31.22906433,39.03681916,Route_131,60.32963186,In Transit,Human Error,13.56803331,400.267357,Equipment Failure
TXN_132,Manufacturing,Carrier B,52:52.3,RFID_231,37.47937868,-79.9369624,32.03427123,35.25239657,Route_132,56.32679744,Delivered,Traffic,22.12169929,323.8572169,Traffic Jam
TXN_133,Manufacturing,Carrier B,52:52.3,RFID_232,35.40523108,-77.20122158,36.97197287,66.32842096,Route_133,18.96217422,In Transit,Human Error,32.22261233,486.9071202,Traffic Jam
TXN_134,Manufacturing,Warehouse C,52:52.3,RFID_233,36.10091601,-77.36300189,19.49142848,64.35981198,Route_134,11.44253408,Delivered,Weather,7.784801876,218.1225468,Traffic Jam
TXN_135,Warehouse,Warehouse C,52:52.3,RFID_234,38.41629382,-76.40323189,4.012690804,61.54229679,Route_135,96.73166698,Delivered,Weather,23.34923458,356.6572756,Weather
TXN_136,Manufacturing,Warehouse C,52:52.3,RFID_235,35.3806543,-75.54870973,22.75526235,21.13704102,Route_136,43.92875506,In Transit,Traffic,35.44987389,78.59107509,Strike
TXN_137,Manufacturing,Warehouse C,52:52.3,RFID_236,39.25603457,-79.60296708,28.42966722,71.01446381,Route_137,64.28917559,Delivered,Weather,41.60905023,228.3113061,Equipment Failure
TXN_138,Manufacturing,Carrier B,52:52.3,RFID_237,37.47573264,-76.34251755,28.2062827,42.64712887,Route_138,17.17435659,Delivered,Equipment Failure,30.06044518,483.7179475,Equipment Failure
TXN_139,Warehouse,Retailer D,52:52.3,RFID_238,37.40293289,-79.06294028,18.46520609,66.55391923,Route_139,71.48028572,Delivered,Weather,32.11456874,292.5413935,Weather
TXN_140,Manufacturing,Supplier A,52:52.3,RFID_239,37.96203892,-75.70911473,-1.91935763,58.96049,Route_140,93.93100378,Delivered,Traffic,6.061606684,179.5457765,Equipment Failure
TXN_141,Retailer,Carrier B,52:52.3,RFID_240,39.12340483,-75.90468243,11.70008223,43.99116478,Route_141,61.80987277,In Transit,Equipment Failure,45.39727187,104.1219334,Traffic Jam
TXN_142,Manufacturing,Supplier A,52:52.3,RFID_241,36.73904604,-77.29603123,36.43449738,29.4203387,Route_142,21.35037901,In Transit,Equipment Failure,6.363555719,366.5877531,Weather
TXN_143,Retailer,Retailer D,52:52.3,RFID_242,38.39008076,-76.44878601,21.30020094,26.60932284,Route_143,62.35493747,In Transit,Human Error,37.18430098,340.1852195,Equipment Failure
TXN_144,Retailer,Warehouse C,52:52.3,RFID_243,37.82865982,-78.42824943,19.22493745,78.20628332,Route_144,78.97124918,Delivered,Weather,12.71118345,218.2724211,Weather
TXN_145,Retailer,Retailer D,52:52.3,RFID_244,36.33514135,-77.64416051,7.098408147,84.28782795,Route_145,46.57748829,Delivered,Traffic,44.8124709,477.9236083,Weather
